"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"09.08.2019 19:15 - 09.08.2019 19:30","57088","59317"
"09.08.2019 19:30 - 09.08.2019 19:45","56601","58915"
"09.08.2019 19:45 - 09.08.2019 20:00","56168","58400"
"09.08.2019 20:00 - 09.08.2019 20:15","55236","57939"
"09.08.2019 20:15 - 09.08.2019 20:30","54268","57317"
"09.08.2019 20:30 - 09.08.2019 20:45","53722","56954"
"09.08.2019 20:45 - 09.08.2019 21:00","53456","56818"
"09.08.2019 21:00 - 09.08.2019 21:15","52890","56350"
"09.08.2019 21:15 - 09.08.2019 21:30","52559","55894"
"09.08.2019 21:30 - 09.08.2019 21:45","52027","55254"
"09.08.2019 21:45 - 09.08.2019 22:00","51484","54366"
"09.08.2019 22:00 - 09.08.2019 22:15","50841","53655"
"09.08.2019 22:15 - 09.08.2019 22:30","49851","52684"
"09.08.2019 22:30 - 09.08.2019 22:45","48851","51668"
"09.08.2019 22:45 - 09.08.2019 23:00","47908","51009"
"09.08.2019 23:00 - 09.08.2019 23:15","47079","49729"
"09.08.2019 23:15 - 09.08.2019 23:30","46284","48985"
"09.08.2019 23:30 - 09.08.2019 23:45","45561","48384"
"09.08.2019 23:45 - 10.08.2019 00:00","44970","47664"
"10.08.2019 00:00 - 10.08.2019 00:15","44222","47045"
"10.08.2019 00:15 - 10.08.2019 00:30","43650","46620"
"10.08.2019 00:30 - 10.08.2019 00:45","43097","46226"
"10.08.2019 00:45 - 10.08.2019 01:00","42725","45668"
"10.08.2019 01:00 - 10.08.2019 01:15","42580","44662"
"10.08.2019 01:15 - 10.08.2019 01:30","41973","44246"
"10.08.2019 01:30 - 10.08.2019 01:45","41279","43928"
"10.08.2019 01:45 - 10.08.2019 02:00","41393","43551"
"10.08.2019 02:00 - 10.08.2019 02:15","40554","42879"
"10.08.2019 02:15 - 10.08.2019 02:30","40320","42639"
"10.08.2019 02:30 - 10.08.2019 02:45","40058","42449"
"10.08.2019 02:45 - 10.08.2019 03:00","39976","42305"
"10.08.2019 03:00 - 10.08.2019 03:15","39764","42102"
"10.08.2019 03:15 - 10.08.2019 03:30","39749","42050"
"10.08.2019 03:30 - 10.08.2019 03:45","39677","41602"
"10.08.2019 03:45 - 10.08.2019 04:00","39613","41925"
"10.08.2019 04:00 - 10.08.2019 04:15","39600","41966"
"10.08.2019 04:15 - 10.08.2019 04:30","39622","41839"
"10.08.2019 04:30 - 10.08.2019 04:45","39637","42014"
"10.08.2019 04:45 - 10.08.2019 05:00","39754","42063"
"10.08.2019 05:00 - 10.08.2019 05:15","40129","42602"
"10.08.2019 05:15 - 10.08.2019 05:30","39997","42406"
"10.08.2019 05:30 - 10.08.2019 05:45","40024","42533"
"10.08.2019 05:45 - 10.08.2019 06:00","40037","42688"
"10.08.2019 06:00 - 10.08.2019 06:15","40549","43400"
"10.08.2019 06:15 - 10.08.2019 06:30","40885","44012"
"10.08.2019 06:30 - 10.08.2019 06:45","41416","44604"
"10.08.2019 06:45 - 10.08.2019 07:00","41944","45499"
"10.08.2019 07:00 - 10.08.2019 07:15","43045","46564"
"10.08.2019 07:15 - 10.08.2019 07:30","43894","47395"
"10.08.2019 07:30 - 10.08.2019 07:45","44868","48076"
"10.08.2019 07:45 - 10.08.2019 08:00","45957","48989"
"10.08.2019 08:00 - 10.08.2019 08:15","47262","49785"
"10.08.2019 08:15 - 10.08.2019 08:30","48311","50687"
"10.08.2019 08:30 - 10.08.2019 08:45","49257","51691"
"10.08.2019 08:45 - 10.08.2019 09:00","50284","52827"
"10.08.2019 09:00 - 10.08.2019 09:15","51193","53609"
"10.08.2019 09:15 - 10.08.2019 09:30","52025","54501"
"10.08.2019 09:30 - 10.08.2019 09:45","53057","55976"
"10.08.2019 09:45 - 10.08.2019 10:00","53859","56449"
"10.08.2019 10:00 - 10.08.2019 10:15","54218","56389"
"10.08.2019 10:15 - 10.08.2019 10:30","54623","56304"
"10.08.2019 10:30 - 10.08.2019 10:45","54767","56812"
"10.08.2019 10:45 - 10.08.2019 11:00","55121","57243"
"10.08.2019 11:00 - 10.08.2019 11:15","55555","57219"
"10.08.2019 11:15 - 10.08.2019 11:30","55739","57571"
"10.08.2019 11:30 - 10.08.2019 11:45","55942","58379"
"10.08.2019 11:45 - 10.08.2019 12:00","56112","58702"
"10.08.2019 12:00 - 10.08.2019 12:15","55705","58490"
"10.08.2019 12:15 - 10.08.2019 12:30","55685","58117"
"10.08.2019 12:30 - 10.08.2019 12:45","55287","57931"
"10.08.2019 12:45 - 10.08.2019 13:00","55279","57977"
"10.08.2019 13:00 - 10.08.2019 13:15","54668","57321"
"10.08.2019 13:15 - 10.08.2019 13:30","54251","56903"
"10.08.2019 13:30 - 10.08.2019 13:45","53836","56644"
"10.08.2019 13:45 - 10.08.2019 14:00","53234","55894"
"10.08.2019 14:00 - 10.08.2019 14:15","52799","55526"
"10.08.2019 14:15 - 10.08.2019 14:30","52534","54942"
"10.08.2019 14:30 - 10.08.2019 14:45","52388","55002"
"10.08.2019 14:45 - 10.08.2019 15:00","52436","55061"
"10.08.2019 15:00 - 10.08.2019 15:15","52270","54950"
"10.08.2019 15:15 - 10.08.2019 15:30","52063","54537"
"10.08.2019 15:30 - 10.08.2019 15:45","51746","54237"
"10.08.2019 15:45 - 10.08.2019 16:00","51568","54031"
"10.08.2019 16:00 - 10.08.2019 16:15","51376","54187"
"10.08.2019 16:15 - 10.08.2019 16:30","51314","54317"
"10.08.2019 16:30 - 10.08.2019 16:45","51199","54599"
"10.08.2019 16:45 - 10.08.2019 17:00","51213","54141"
"10.08.2019 17:00 - 10.08.2019 17:15","51374","54079"
"10.08.2019 17:15 - 10.08.2019 17:30","51308","54392"
"10.08.2019 17:30 - 10.08.2019 17:45","51386","54526"
"10.08.2019 17:45 - 10.08.2019 18:00","51331","54510"
"10.08.2019 18:00 - 10.08.2019 18:15","51310","54340"
"10.08.2019 18:15 - 10.08.2019 18:30","50925","54194"
"10.08.2019 18:30 - 10.08.2019 18:45","50676","54158"
"10.08.2019 18:45 - 10.08.2019 19:00","50302","53356"
"10.08.2019 19:00 - 10.08.2019 19:15","50136","53535"
"10.08.2019 19:15 - 10.08.2019 19:30","49746","52840"
"10.08.2019 19:30 - 10.08.2019 19:45","49456","52245"
"10.08.2019 19:45 - 10.08.2019 20:00","49036","51804"
"10.08.2019 20:00 - 10.08.2019 20:15","48466","50943"
"10.08.2019 20:15 - 10.08.2019 20:30","47628","50507"
"10.08.2019 20:30 - 10.08.2019 20:45","47213","50053"
"10.08.2019 20:45 - 10.08.2019 21:00","46997","49526"
"10.08.2019 21:00 - 10.08.2019 21:15","46752","49322"
"10.08.2019 21:15 - 10.08.2019 21:30","46513","49351"
"10.08.2019 21:30 - 10.08.2019 21:45","46223","48892"
"10.08.2019 21:45 - 10.08.2019 22:00","46059","48314"
"10.08.2019 22:00 - 10.08.2019 22:15","45825","48009"
"10.08.2019 22:15 - 10.08.2019 22:30","44949","47164"
"10.08.2019 22:30 - 10.08.2019 22:45","44236","46327"
"10.08.2019 22:45 - 10.08.2019 23:00","43504","46000"
"10.08.2019 23:00 - 10.08.2019 23:15","42792","45192"
"10.08.2019 23:15 - 10.08.2019 23:30","42220","44428"
"10.08.2019 23:30 - 10.08.2019 23:45","41633","44001"
"10.08.2019 23:45 - 11.08.2019 00:00","41084","43771"
"11.08.2019 00:00 - 11.08.2019 00:15","39086","43467"
"11.08.2019 00:15 - 11.08.2019 00:30","38644","42966"
"11.08.2019 00:30 - 11.08.2019 00:45","38107","42316"
"11.08.2019 00:45 - 11.08.2019 01:00","37801","41767"
"11.08.2019 01:00 - 11.08.2019 01:15","37731","41374"
"11.08.2019 01:15 - 11.08.2019 01:30","37105","41129"
"11.08.2019 01:30 - 11.08.2019 01:45","36485","40667"
"11.08.2019 01:45 - 11.08.2019 02:00","36701","40107"
"11.08.2019 02:00 - 11.08.2019 02:15","35880","40021"
"11.08.2019 02:15 - 11.08.2019 02:30","35793","39772"
"11.08.2019 02:30 - 11.08.2019 02:45","35588","39407"
"11.08.2019 02:45 - 11.08.2019 03:00","35354","39269"
"11.08.2019 03:00 - 11.08.2019 03:15","35240","39211"
"11.08.2019 03:15 - 11.08.2019 03:30","35255","39160"
"11.08.2019 03:30 - 11.08.2019 03:45","35108","39060"
"11.08.2019 03:45 - 11.08.2019 04:00","35016","39055"
"11.08.2019 04:00 - 11.08.2019 04:15","35091","38833"
"11.08.2019 04:15 - 11.08.2019 04:30","35136","38932"
"11.08.2019 04:30 - 11.08.2019 04:45","35091","38710"
"11.08.2019 04:45 - 11.08.2019 05:00","35204","38971"
"11.08.2019 05:00 - 11.08.2019 05:15","35435","39260"
"11.08.2019 05:15 - 11.08.2019 05:30","35250","39242"
"11.08.2019 05:30 - 11.08.2019 05:45","35188","39238"
"11.08.2019 05:45 - 11.08.2019 06:00","35026","38887"
"11.08.2019 06:00 - 11.08.2019 06:15","35035","39488"
"11.08.2019 06:15 - 11.08.2019 06:30","34965","39683"
"11.08.2019 06:30 - 11.08.2019 06:45","35074","39828"
"11.08.2019 06:45 - 11.08.2019 07:00","35437","40156"
"11.08.2019 07:00 - 11.08.2019 07:15","36199","41005"
"11.08.2019 07:15 - 11.08.2019 07:30","36793","41560"
"11.08.2019 07:30 - 11.08.2019 07:45","37729","42259"
"11.08.2019 07:45 - 11.08.2019 08:00","38487","42944"
"11.08.2019 08:00 - 11.08.2019 08:15","39723","43912"
"11.08.2019 08:15 - 11.08.2019 08:30","40712","44641"
"11.08.2019 08:30 - 11.08.2019 08:45","41478","45400"
"11.08.2019 08:45 - 11.08.2019 09:00","42732","46002"
"11.08.2019 09:00 - 11.08.2019 09:15","43864","46881"
"11.08.2019 09:15 - 11.08.2019 09:30","44793","47588"
"11.08.2019 09:30 - 11.08.2019 09:45","45866","48399"
"11.08.2019 09:45 - 11.08.2019 10:00","46620","49059"
"11.08.2019 10:00 - 11.08.2019 10:15","47311","49717"
"11.08.2019 10:15 - 11.08.2019 10:30","48130","50566"
"11.08.2019 10:30 - 11.08.2019 10:45","48611","50670"
"11.08.2019 10:45 - 11.08.2019 11:00","49134","51152"
"11.08.2019 11:00 - 11.08.2019 11:15","49975","52364"
"11.08.2019 11:15 - 11.08.2019 11:30","50682","52927"
"11.08.2019 11:30 - 11.08.2019 11:45","51043","53479"
"11.08.2019 11:45 - 11.08.2019 12:00","51328","53184"
"11.08.2019 12:00 - 11.08.2019 12:15","51120","53085"
"11.08.2019 12:15 - 11.08.2019 12:30","51009","52676"
"11.08.2019 12:30 - 11.08.2019 12:45","50499","52146"
"11.08.2019 12:45 - 11.08.2019 13:00","50328","51677"
"11.08.2019 13:00 - 11.08.2019 13:15","49674","50843"
"11.08.2019 13:15 - 11.08.2019 13:30","49277","50710"
"11.08.2019 13:30 - 11.08.2019 13:45","48956","50443"
"11.08.2019 13:45 - 11.08.2019 14:00","48593","49682"
"11.08.2019 14:00 - 11.08.2019 14:15","48356","49214"
"11.08.2019 14:15 - 11.08.2019 14:30","48150","49100"
"11.08.2019 14:30 - 11.08.2019 14:45","47939","49360"
"11.08.2019 14:45 - 11.08.2019 15:00","47835","49106"
"11.08.2019 15:00 - 11.08.2019 15:15","47651","48575"
"11.08.2019 15:15 - 11.08.2019 15:30","47268","48749"
"11.08.2019 15:30 - 11.08.2019 15:45","47166","48427"
"11.08.2019 15:45 - 11.08.2019 16:00","47137","47836"
"11.08.2019 16:00 - 11.08.2019 16:15","47106","47458"
"11.08.2019 16:15 - 11.08.2019 16:30","46904","47127"
"11.08.2019 16:30 - 11.08.2019 16:45","46955","46858"
"11.08.2019 16:45 - 11.08.2019 17:00","46875","46493"
"11.08.2019 17:00 - 11.08.2019 17:15","47344","46671"
"11.08.2019 17:15 - 11.08.2019 17:30","47214","46826"
"11.08.2019 17:30 - 11.08.2019 17:45","47303","47126"
"11.08.2019 17:45 - 11.08.2019 18:00","47358","47247"
"11.08.2019 18:00 - 11.08.2019 18:15","47631","48025"
"11.08.2019 18:15 - 11.08.2019 18:30","47667","48392"
"11.08.2019 18:30 - 11.08.2019 18:45","47552","48327"
"11.08.2019 18:45 - 11.08.2019 19:00","47312","48528"
"11.08.2019 19:00 - 11.08.2019 19:15","47251","48660"
"11.08.2019 19:15 - 11.08.2019 19:30","46873","48070"
"11.08.2019 19:30 - 11.08.2019 19:45","46803","48023"
"11.08.2019 19:45 - 11.08.2019 20:00","46611","47783"
"11.08.2019 20:00 - 11.08.2019 20:15","46480","47896"
"11.08.2019 20:15 - 11.08.2019 20:30","46115","47613"
"11.08.2019 20:30 - 11.08.2019 20:45","45828","47435"
"11.08.2019 20:45 - 11.08.2019 21:00","45732","47241"
"11.08.2019 21:00 - 11.08.2019 21:15","45777","47489"
"11.08.2019 21:15 - 11.08.2019 21:30","45772","47630"
"11.08.2019 21:30 - 11.08.2019 21:45","45688","47393"
"11.08.2019 21:45 - 11.08.2019 22:00","45853","47098"
"11.08.2019 22:00 - 11.08.2019 22:15","45858","46934"
"11.08.2019 22:15 - 11.08.2019 22:30","45220","46440"
"11.08.2019 22:30 - 11.08.2019 22:45","44561","45485"
"11.08.2019 22:45 - 11.08.2019 23:00","43857","45103"
"11.08.2019 23:00 - 11.08.2019 23:15","42978","44548"
"11.08.2019 23:15 - 11.08.2019 23:30","42355","43814"
"11.08.2019 23:30 - 11.08.2019 23:45","41670","43226"
"11.08.2019 23:45 - 12.08.2019 00:00","41238","42687"
"12.08.2019 00:00 - 12.08.2019 00:15","40304","42381"
"12.08.2019 00:15 - 12.08.2019 00:30","39849","41809"
"12.08.2019 00:30 - 12.08.2019 00:45","39431","41662"
"12.08.2019 00:45 - 12.08.2019 01:00","39114","41407"
"12.08.2019 01:00 - 12.08.2019 01:15","39187","41024"
"12.08.2019 01:15 - 12.08.2019 01:30","38647","40868"
"12.08.2019 01:30 - 12.08.2019 01:45","38169","40731"
"12.08.2019 01:45 - 12.08.2019 02:00","38416","40631"
"12.08.2019 02:00 - 12.08.2019 02:15","37696","40254"
"12.08.2019 02:15 - 12.08.2019 02:30","37722","40097"
"12.08.2019 02:30 - 12.08.2019 02:45","37638","39939"
"12.08.2019 02:45 - 12.08.2019 03:00","37670","40016"
"12.08.2019 03:00 - 12.08.2019 03:15","37716","39594"
"12.08.2019 03:15 - 12.08.2019 03:30","37852","39725"
"12.08.2019 03:30 - 12.08.2019 03:45","37898","39497"
"12.08.2019 03:45 - 12.08.2019 04:00","38038","39872"
"12.08.2019 04:00 - 12.08.2019 04:15","38412","40365"
"12.08.2019 04:15 - 12.08.2019 04:30","38831","40521"
"12.08.2019 04:30 - 12.08.2019 04:45","39281","41014"
"12.08.2019 04:45 - 12.08.2019 05:00","39941","41803"
"12.08.2019 05:00 - 12.08.2019 05:15","41404","43579"
"12.08.2019 05:15 - 12.08.2019 05:30","42110","44486"
"12.08.2019 05:30 - 12.08.2019 05:45","43357","45542"
"12.08.2019 05:45 - 12.08.2019 06:00","44882","47060"
"12.08.2019 06:00 - 12.08.2019 06:15","47796","49861"
"12.08.2019 06:15 - 12.08.2019 06:30","49858","51626"
"12.08.2019 06:30 - 12.08.2019 06:45","51411","52936"
"12.08.2019 06:45 - 12.08.2019 07:00","52877","54215"
"12.08.2019 07:00 - 12.08.2019 07:15","54622","56121"
"12.08.2019 07:15 - 12.08.2019 07:30","55839","57456"
"12.08.2019 07:30 - 12.08.2019 07:45","56962","58767"
"12.08.2019 07:45 - 12.08.2019 08:00","57784","59764"
"12.08.2019 08:00 - 12.08.2019 08:15","58756","60984"
"12.08.2019 08:15 - 12.08.2019 08:30","59506","61605"
"12.08.2019 08:30 - 12.08.2019 08:45","60044","62050"
"12.08.2019 08:45 - 12.08.2019 09:00","60696","62375"
"12.08.2019 09:00 - 12.08.2019 09:15","60698","62488"
"12.08.2019 09:15 - 12.08.2019 09:30","61199","63183"
"12.08.2019 09:30 - 12.08.2019 09:45","61997","63630"
"12.08.2019 09:45 - 12.08.2019 10:00","62396","64039"
"12.08.2019 10:00 - 12.08.2019 10:15","62725","64511"
"12.08.2019 10:15 - 12.08.2019 10:30","63118","64750"
"12.08.2019 10:30 - 12.08.2019 10:45","63417","65156"
"12.08.2019 10:45 - 12.08.2019 11:00","63750","65808"
"12.08.2019 11:00 - 12.08.2019 11:15","64143","66360"
"12.08.2019 11:15 - 12.08.2019 11:30","64365","66603"
"12.08.2019 11:30 - 12.08.2019 11:45","64761","67046"
"12.08.2019 11:45 - 12.08.2019 12:00","64978","66753"
"12.08.2019 12:00 - 12.08.2019 12:15","64759","66279"
"12.08.2019 12:15 - 12.08.2019 12:30","64674","65916"
"12.08.2019 12:30 - 12.08.2019 12:45","64562","65915"
"12.08.2019 12:45 - 12.08.2019 13:00","64536","65768"
"12.08.2019 13:00 - 12.08.2019 13:15","64352","65728"
"12.08.2019 13:15 - 12.08.2019 13:30","64281","65596"
"12.08.2019 13:30 - 12.08.2019 13:45","64036","65137"
"12.08.2019 13:45 - 12.08.2019 14:00","63600","64766"
"12.08.2019 14:00 - 12.08.2019 14:15","63500","64523"
"12.08.2019 14:15 - 12.08.2019 14:30","63423","64487"
"12.08.2019 14:30 - 12.08.2019 14:45","63318","64138"
"12.08.2019 14:45 - 12.08.2019 15:00","63183","63581"
"12.08.2019 15:00 - 12.08.2019 15:15","63091","63322"
"12.08.2019 15:15 - 12.08.2019 15:30","62746","62868"
"12.08.2019 15:30 - 12.08.2019 15:45","62319","62569"
"12.08.2019 15:45 - 12.08.2019 16:00","61759","62116"
"12.08.2019 16:00 - 12.08.2019 16:15","61547","62465"
"12.08.2019 16:15 - 12.08.2019 16:30","61107","61985"
"12.08.2019 16:30 - 12.08.2019 16:45","60785","61548"
"12.08.2019 16:45 - 12.08.2019 17:00","60439","61436"
"12.08.2019 17:00 - 12.08.2019 17:15","60273","61477"
"12.08.2019 17:15 - 12.08.2019 17:30","60227","61394"
"12.08.2019 17:30 - 12.08.2019 17:45","60260","61418"
"12.08.2019 17:45 - 12.08.2019 18:00","60015","61409"
"12.08.2019 18:00 - 12.08.2019 18:15","59659","60994"
"12.08.2019 18:15 - 12.08.2019 18:30","59223","60572"
"12.08.2019 18:30 - 12.08.2019 18:45","58943","60292"
"12.08.2019 18:45 - 12.08.2019 19:00","58692","60259"
"12.08.2019 19:00 - 12.08.2019 19:15","58566","59982"
"12.08.2019 19:15 - 12.08.2019 19:30","58363","59555"
"12.08.2019 19:30 - 12.08.2019 19:45","58035","59151"
"12.08.2019 19:45 - 12.08.2019 20:00","57760","58786"
"12.08.2019 20:00 - 12.08.2019 20:15","56900","58148"
"12.08.2019 20:15 - 12.08.2019 20:30","55886","57278"
"12.08.2019 20:30 - 12.08.2019 20:45","55526","57091"
"12.08.2019 20:45 - 12.08.2019 21:00","55128","57235"
"12.08.2019 21:00 - 12.08.2019 21:15","54780","57244"
"12.08.2019 21:15 - 12.08.2019 21:30","54251","56656"
"12.08.2019 21:30 - 12.08.2019 21:45","53608","55686"
"12.08.2019 21:45 - 12.08.2019 22:00","52971","55182"
"12.08.2019 22:00 - 12.08.2019 22:15","52306","54030"
"12.08.2019 22:15 - 12.08.2019 22:30","51266","52814"
"12.08.2019 22:30 - 12.08.2019 22:45","50161","51629"
"12.08.2019 22:45 - 12.08.2019 23:00","49108","50727"
"12.08.2019 23:00 - 12.08.2019 23:15","48127","49352"
"12.08.2019 23:15 - 12.08.2019 23:30","47262","48629"
"12.08.2019 23:30 - 12.08.2019 23:45","46426","47740"
"12.08.2019 23:45 - 13.08.2019 00:00","45881","47333"
"13.08.2019 00:00 - 13.08.2019 00:15","44699","46629"
"13.08.2019 00:15 - 13.08.2019 00:30","44253","45858"
"13.08.2019 00:30 - 13.08.2019 00:45","43768","45581"
"13.08.2019 00:45 - 13.08.2019 01:00","43431","45186"
"13.08.2019 01:00 - 13.08.2019 01:15","43393","44358"
"13.08.2019 01:15 - 13.08.2019 01:30","42854","43854"
"13.08.2019 01:30 - 13.08.2019 01:45","42329","43542"
"13.08.2019 01:45 - 13.08.2019 02:00","42516","43522"
"13.08.2019 02:00 - 13.08.2019 02:15","41688","43189"
"13.08.2019 02:15 - 13.08.2019 02:30","41622","42986"
"13.08.2019 02:30 - 13.08.2019 02:45","41570","43037"
"13.08.2019 02:45 - 13.08.2019 03:00","41576","43078"
"13.08.2019 03:00 - 13.08.2019 03:15","41644","42844"
"13.08.2019 03:15 - 13.08.2019 03:30","41742","42988"
"13.08.2019 03:30 - 13.08.2019 03:45","41770","43062"
"13.08.2019 03:45 - 13.08.2019 04:00","41788","43041"
"13.08.2019 04:00 - 13.08.2019 04:15","42132","43526"
"13.08.2019 04:15 - 13.08.2019 04:30","42426","43971"
"13.08.2019 04:30 - 13.08.2019 04:45","42889","44312"
"13.08.2019 04:45 - 13.08.2019 05:00","43319","44906"
"13.08.2019 05:00 - 13.08.2019 05:15","44563","46241"
"13.08.2019 05:15 - 13.08.2019 05:30","45183","47188"
"13.08.2019 05:30 - 13.08.2019 05:45","46226","47846"
"13.08.2019 05:45 - 13.08.2019 06:00","47501","48829"
"13.08.2019 06:00 - 13.08.2019 06:15","49818","51662"
"13.08.2019 06:15 - 13.08.2019 06:30","51683","53577"
"13.08.2019 06:30 - 13.08.2019 06:45","53027","54651"
"13.08.2019 06:45 - 13.08.2019 07:00","54310","55731"
"13.08.2019 07:00 - 13.08.2019 07:15","55788","57498"
"13.08.2019 07:15 - 13.08.2019 07:30","56888","58493"
"13.08.2019 07:30 - 13.08.2019 07:45","58242","59560"
"13.08.2019 07:45 - 13.08.2019 08:00","58931","60490"
"13.08.2019 08:00 - 13.08.2019 08:15","59845","61547"
"13.08.2019 08:15 - 13.08.2019 08:30","60458","62105"
"13.08.2019 08:30 - 13.08.2019 08:45","61045","62627"
"13.08.2019 08:45 - 13.08.2019 09:00","61539","63009"
"13.08.2019 09:00 - 13.08.2019 09:15","61408","62930"
"13.08.2019 09:15 - 13.08.2019 09:30","61873","63124"
"13.08.2019 09:30 - 13.08.2019 09:45","62642","63870"
"13.08.2019 09:45 - 13.08.2019 10:00","62973","64336"
"13.08.2019 10:00 - 13.08.2019 10:15","63240","64501"
"13.08.2019 10:15 - 13.08.2019 10:30","63659","64862"
"13.08.2019 10:30 - 13.08.2019 10:45","64058","65179"
"13.08.2019 10:45 - 13.08.2019 11:00","64479","65897"
"13.08.2019 11:00 - 13.08.2019 11:15","64843","66204"
"13.08.2019 11:15 - 13.08.2019 11:30","65341","66828"
"13.08.2019 11:30 - 13.08.2019 11:45","65748","67181"
"13.08.2019 11:45 - 13.08.2019 12:00","65907","67745"
"13.08.2019 12:00 - 13.08.2019 12:15","65582","67068"
"13.08.2019 12:15 - 13.08.2019 12:30","65542","66742"
"13.08.2019 12:30 - 13.08.2019 12:45","65348","66656"
"13.08.2019 12:45 - 13.08.2019 13:00","65324","66425"
"13.08.2019 13:00 - 13.08.2019 13:15","65200","66026"
"13.08.2019 13:15 - 13.08.2019 13:30","65098","65896"
"13.08.2019 13:30 - 13.08.2019 13:45","64802","65511"
"13.08.2019 13:45 - 13.08.2019 14:00","64270","64815"
"13.08.2019 14:00 - 13.08.2019 14:15","64145","64809"
"13.08.2019 14:15 - 13.08.2019 14:30","64059","65097"
"13.08.2019 14:30 - 13.08.2019 14:45","63707","64804"
"13.08.2019 14:45 - 13.08.2019 15:00","63447","64548"
"13.08.2019 15:00 - 13.08.2019 15:15","63379","64621"
"13.08.2019 15:15 - 13.08.2019 15:30","63002","64371"
"13.08.2019 15:30 - 13.08.2019 15:45","62494","63632"
"13.08.2019 15:45 - 13.08.2019 16:00","61991","63166"
"13.08.2019 16:00 - 13.08.2019 16:15","61907","63024"
"13.08.2019 16:15 - 13.08.2019 16:30","61582","62947"
"13.08.2019 16:30 - 13.08.2019 16:45","61355","62269"
"13.08.2019 16:45 - 13.08.2019 17:00","61105","61793"
"13.08.2019 17:00 - 13.08.2019 17:15","60913","61985"
"13.08.2019 17:15 - 13.08.2019 17:30","60862","61783"
"13.08.2019 17:30 - 13.08.2019 17:45","60752","62041"
"13.08.2019 17:45 - 13.08.2019 18:00","60445","61574"
"13.08.2019 18:00 - 13.08.2019 18:15","59984","61591"
"13.08.2019 18:15 - 13.08.2019 18:30","59500","61298"
"13.08.2019 18:30 - 13.08.2019 18:45","59263","61101"
"13.08.2019 18:45 - 13.08.2019 19:00","59084","61102"
"13.08.2019 19:00 - 13.08.2019 19:15","58905","60632"
"13.08.2019 19:15 - 13.08.2019 19:30","58643","59882"
"13.08.2019 19:30 - 13.08.2019 19:45","58281","59436"
"13.08.2019 19:45 - 13.08.2019 20:00","57933","58758"
"13.08.2019 20:00 - 13.08.2019 20:15","57039","57960"
"13.08.2019 20:15 - 13.08.2019 20:30","56234","57369"
"13.08.2019 20:30 - 13.08.2019 20:45","55724","56961"
"13.08.2019 20:45 - 13.08.2019 21:00","55400","57235"
"13.08.2019 21:00 - 13.08.2019 21:15","55194","57252"
"13.08.2019 21:15 - 13.08.2019 21:30","54726","56997"
"13.08.2019 21:30 - 13.08.2019 21:45","54014","56050"
"13.08.2019 21:45 - 13.08.2019 22:00","53269","55089"
"13.08.2019 22:00 - 13.08.2019 22:15","52717","54092"
"13.08.2019 22:15 - 13.08.2019 22:30","51606","52868"
"13.08.2019 22:30 - 13.08.2019 22:45","50437","51672"
"13.08.2019 22:45 - 13.08.2019 23:00","49595","50687"
